rbot010 (64 x 64, Frame:0 RLE)
misc066d (64 x 64, Frame:2 RLE)
misc066d (64 x 64, Frame:3 RLE)
misc068d (64 x 64, Frame:0 RLE)
misc068d (64 x 64, Frame:1 RLE)
misc068d (64 x 64, Frame:2 RLE)
misc068d (64 x 64, Frame:3 RLE)
misc068d (64 x 64, Frame:4 RLE)
misc068d (64 x 64, Frame:5 RLE)
misc068d (64 x 64, Frame:6 RLE)
misc068d (64 x 64, Frame:7 RLE)
misc068d (64 x 64, Frame:8 RLE)
misc068d (64 x 64, Frame:9 RLE)
mntr04d (64 x 64, Frame:0 RLE)
mntr04d (64 x 64, Frame:1 RLE)
mntr04d (64 x 64, Frame:2 RLE)
eye02 (64 x 64, Frame:0 RLE)
eye02 (64 x 64, Frame:1 RLE)
eye02 (64 x 64, Frame:2 RLE)
eye02 (64 x 64, Frame:3 RLE)
eye02 (64 x 64, Frame:4 RLE)
eye02 (64 x 64, Frame:5 RLE)
eye02 (64 x 64, Frame:6 RLE)
eye02 (64 x 64, Frame:7 RLE)
eye02 (64 x 64, Frame:8 RLE)
eye02 (64 x 64, Frame:9 RLE)
eye02 (64 x 64, Frame:10 RLE)
rmap01 (64 x 64, Frame:0 RLE)
rmap01 (64 x 64, Frame:1 RLE)
rmap01 (64 x 64, Frame:2 RLE)
rmap01 (64 x 64, Frame:3 RLE)
rmap01 (64 x 64, Frame:4 RLE)
rmap01 (64 x 64, Frame:5 RLE)
rmap01 (64 x 64, Frame:6 RLE)
rmap01 (64 x 64, Frame:7 RLE)
rmap02 (64 x 64, Frame:0 RLE)
rmap02 (64 x 64, Frame:1 RLE)
rmap02 (64 x 64, Frame:2 RLE)
rmap04 (64 x 64, Frame:0 RLE)
rmap04 (64 x 64, Frame:1 RLE)
rmap04 (64 x 64, Frame:2 RLE)
rmap04 (64 x 64, Frame:3 RLE)
rmap04 (64 x 64, Frame:4 RLE)
boss02 (64 x 64, Frame:0 RLE)
boss02 (64 x 64, Frame:1 RLE)
boss02 (64 x 64, Frame:2 RLE)
boss02 (64 x 64, Frame:3 RLE)
boss02 (64 x 64, Frame:4 RLE)
boss02 (64 x 64, Frame:5 RLE)
boss02 (64 x 64, Frame:6 RLE)
boss02 (64 x 64, Frame:7 RLE)
boss02 (64 x 64, Frame:8 RLE)
boss02 (64 x 64, Frame:9 RLE)
boss02 (64 x 64, Frame:10 RLE)
boss02 (64 x 64, Frame:11 RLE)
boss02 (64 x 64, Frame:12 RLE)
boss02 (64 x 64, Frame:13 RLE)
boss02 (64 x 64, Frame:14 RLE)
eye03 (64 x 64, Frame:0 RLE)
eye03 (64 x 64, Frame:1 RLE)
eye03 (64 x 64, Frame:2 RLE)
eye03 (64 x 64, Frame:3 RLE)
eye03 (64 x 64, Frame:4 RLE)
eye03 (64 x 64, Frame:5 RLE)
eye03 (64 x 64, Frame:6 RLE)
eye03 (64 x 64, Frame:7 RLE)
eye03 (64 x 64, Frame:8 RLE)
eye03 (64 x 64, Frame:9 RLE)
wall01 (64 x 64, Frame:0 RLE)
wall01 (64 x 64, Frame:1 RLE)
wall01 (64 x 64, Frame:2 RLE)
wall01 (64 x 64, Frame:3 RLE)
wall01 (64 x 64, Frame:4 RLE)
door01 (64 x 64, Frame:0 RLE)
door01 (64 x 64, Frame:1 RLE)
door01 (64 x 64, Frame:2 RLE)
door01 (64 x 64, Frame:3 RLE)
door01 (64 x 64, Frame:4 RLE)
door01 (64 x 64, Frame:5 RLE)
door01 (64 x 64, Frame:6 RLE)
door01 (64 x 64, Frame:7 RLE)
door01 (64 x 64, Frame:8 RLE)
door01 (64 x 64, Frame:9 RLE)
door01 (64 x 64, Frame:10 RLE)
door04 (64 x 64, Frame:0 RLE)
door04 (64 x 64, Frame:1 RLE)
door04 (64 x 64, Frame:2 RLE)
door04 (64 x 64, Frame:3 RLE)
door04 (64 x 64, Frame:4 RLE)
door04 (64 x 64, Frame:5 RLE)
door04 (64 x 64, Frame:6 RLE)
door04 (64 x 64, Frame:7 RLE)
door04 (64 x 64, Frame:8 RLE)
door04 (64 x 64, Frame:9 RLE)
door04 (64 x 64, Frame:10 RLE)
door04 (64 x 64, Frame:11 RLE)
door05 (64 x 64, Frame:0 RLE)
door05 (64 x 64, Frame:1 RLE)
door05 (64 x 64, Frame:2 RLE)
door05 (64 x 64, Frame:3 RLE)
door05 (64 x 64, Frame:4 RLE)
door05 (64 x 64, Frame:5 RLE)
door05 (64 x 64, Frame:6 RLE)
door05 (64 x 64, Frame:7 RLE)
door05 (64 x 64, Frame:8 RLE)
door05 (64 x 64, Frame:9 RLE)
door05 (64 x 64, Frame:10 RLE)
door05 (64 x 64, Frame:11 RLE)
door05 (64 x 64, Frame:12 RLE)
door05 (64 x 64, Frame:13 RLE)
door10 (64 x 64, Frame:0 RLE)
door10 (64 x 64, Frame:1 RLE)
door10 (64 x 64, Frame:2 RLE)
door10 (64 x 64, Frame:3 RLE)
door10 (64 x 64, Frame:4 RLE)
door10 (64 x 64, Frame:5 RLE)
door24 (64 x 64, Frame:0 RLE)
door24 (64 x 64, Frame:1 RLE)
door24 (64 x 64, Frame:2 RLE)
door24 (64 x 64, Frame:3 RLE)
door24 (64 x 64, Frame:4 RLE)
door08 (64 x 64, Frame:0 RLE)
door08 (64 x 64, Frame:1 RLE)
door08 (64 x 64, Frame:2 RLE)
door08 (64 x 64, Frame:3 RLE)
door08 (64 x 64, Frame:4 RLE)
door08 (64 x 64, Frame:5 RLE)
door08 (64 x 64, Frame:6 RLE)
door08 (64 x 64, Frame:7 RLE)
door08 (64 x 64, Frame:8 RLE)
door08 (64 x 64, Frame:9 RLE)
door08 (64 x 64, Frame:10 RLE)
door08 (64 x 64, Frame:11 RLE)
door11 (64 x 64, Frame:0)
door11 (64 x 64, Frame:1 RLE)
door11 (64 x 64, Frame:2 RLE)
door11 (64 x 64, Frame:3 RLE)
door11 (64 x 64, Frame:4 RLE)
door11 (64 x 64, Frame:5 RLE)
door11 (64 x 64, Frame:6 RLE)
door11 (64 x 64, Frame:7 RLE)
door13 (64 x 64, Frame:0)
door13 (64 x 64, Frame:1 RLE)
door13 (64 x 64, Frame:2 RLE)
door13 (64 x 64, Frame:3 RLE)
door13 (64 x 64, Frame:4 RLE)
door13 (64 x 64, Frame:5 RLE)
door13 (64 x 64, Frame:6 RLE)
door13 (64 x 64, Frame:7 RLE)
door13 (64 x 64, Frame:8 RLE)
door13 (64 x 64, Frame:9 RLE)
door13 (64 x 64, Frame:10 RLE)
door13 (64 x 64, Frame:11 RLE)
door13 (64 x 64, Frame:12 RLE)
door13 (64 x 64, Frame:13 RLE)
door13 (64 x 64, Frame:14 RLE)
door12 (64 x 64, Frame:0 RLE)
door12 (64 x 64, Frame:1 RLE)
door12 (64 x 64, Frame:2 RLE)
door12 (64 x 64, Frame:3 RLE)
door12 (64 x 64, Frame:4 RLE)
door12 (64 x 64, Frame:5 RLE)
door12 (64 x 64, Frame:6 RLE)
door12 (64 x 64, Frame:7 RLE)
door12 (64 x 64, Frame:8 RLE)
door12 (64 x 64, Frame:9 RLE)
door12 (64 x 64, Frame:10 RLE)
door12 (64 x 64, Frame:11 RLE)
door12 (64 x 64, Frame:12 RLE)
door14 (64 x 64, Frame:0 RLE)
door14 (64 x 64, Frame:1 RLE)
door14 (64 x 64, Frame:2 RLE)
door14 (64 x 64, Frame:3 RLE)
door14 (64 x 64, Frame:4 RLE)
door14 (64 x 64, Frame:5 RLE)
door14 (64 x 64, Frame:6 RLE)
door14 (64 x 64, Frame:7 RLE)
door14 (64 x 64, Frame:8 RLE)
door14 (64 x 64, Frame:9 RLE)
door14 (64 x 64, Frame:10 RLE)
door14 (64 x 64, Frame:11 RLE)
door14 (64 x 64, Frame:12 RLE)
door14 (64 x 64, Frame:13 RLE)
door17 (64 x 64, Frame:0 RLE)
door17 (64 x 64, Frame:1 RLE)
door17 (64 x 64, Frame:2 RLE)
door17 (64 x 64, Frame:3 RLE)
door17 (64 x 64, Frame:4 RLE)
door17 (64 x 64, Frame:5 RLE)
door18 (64 x 64, Frame:0 RLE)
door18 (64 x 64, Frame:1 RLE)
door18 (64 x 64, Frame:2 RLE)
door18 (64 x 64, Frame:3 RLE)
door18 (64 x 64, Frame:4 RLE)
door18 (64 x 64, Frame:5 RLE)
door18 (64 x 64, Frame:6 RLE)
door18 (64 x 64, Frame:7 RLE)
door19 (64 x 64, Frame:0 RLE)
door19 (64 x 64, Frame:1 RLE)
door19 (64 x 64, Frame:2 RLE)
door19 (64 x 64, Frame:3 RLE)
door19 (64 x 64, Frame:4 RLE)
door19 (64 x 64, Frame:5 RLE)
door19 (64 x 64, Frame:6 RLE)
door19 (64 x 64, Frame:7 RLE)
door20 (64 x 64, Frame:0 RLE)
door20 (64 x 64, Frame:1 RLE)
door20 (64 x 64, Frame:2 RLE)
door20 (64 x 64, Frame:3 RLE)
door20 (64 x 64, Frame:4 RLE)
door20 (64 x 64, Frame:5 RLE)
door20 (64 x 64, Frame:6 RLE)
door21 (64 x 64, Frame:0 RLE)
door21 (64 x 64, Frame:1 RLE)
door21 (64 x 64, Frame:2 RLE)
door21 (64 x 64, Frame:3 RLE)
door21 (64 x 64, Frame:4 RLE)
door21 (64 x 64, Frame:5 RLE)
door22 (64 x 64, Frame:0 RLE)
door22 (64 x 64, Frame:1 RLE)
door22 (64 x 64, Frame:2 RLE)
door22 (64 x 64, Frame:3 RLE)
door22 (64 x 64, Frame:4 RLE)
door22 (64 x 64, Frame:5 RLE)
door22 (64 x 64, Frame:6 RLE)
door22 (64 x 64, Frame:7 RLE)
door23 (64 x 64, Frame:0 RLE)
door23 (64 x 64, Frame:1 RLE)
door23 (64 x 64, Frame:2 RLE)
door23 (64 x 64, Frame:3 RLE)
door23 (64 x 64, Frame:4 RLE)
door23 (64 x 64, Frame:5 RLE)
door23 (64 x 64, Frame:6 RLE)
door25 (64 x 64, Frame:0 RLE)
door25 (64 x 64, Frame:1 RLE)
door25 (64 x 64, Frame:2 RLE)
door25 (64 x 64, Frame:3 RLE)
door25 (64 x 64, Frame:4 RLE)
door25 (64 x 64, Frame:5 RLE)
door25 (64 x 64, Frame:6 RLE)
door26 (64 x 64, Frame:0)
door26 (64 x 64, Frame:1)
door26 (64 x 64, Frame:2 RLE)
door26 (64 x 64, Frame:3 RLE)
door26 (64 x 64, Frame:4 RLE)
door26 (64 x 64, Frame:5 RLE)
door26 (64 x 64, Frame:6 RLE)
door28 (64 x 64, Frame:0 RLE)
door28 (64 x 64, Frame:1 RLE)
door28 (64 x 64, Frame:2 RLE)
door28 (64 x 64, Frame:3 RLE)
door28 (64 x 64, Frame:4 RLE)
door28 (64 x 64, Frame:5 RLE)
door28 (64 x 64, Frame:6 RLE)
door28 (64 x 64, Frame:7 RLE)
door28 (64 x 64, Frame:8 RLE)
door28 (64 x 64, Frame:9 RLE)
door28 (64 x 64, Frame:10 RLE)
door28 (64 x 64, Frame:11 RLE)
door28 (64 x 64, Frame:12 RLE)
door29 (64 x 64, Frame:0 RLE)
door29 (64 x 64, Frame:1 RLE)
door29 (64 x 64, Frame:2 RLE)
door29 (64 x 64, Frame:3 RLE)
door29 (64 x 64, Frame:4 RLE)
door29 (64 x 64, Frame:5 RLE)
door29 (64 x 64, Frame:6 RLE)
door30 (64 x 64, Frame:0 RLE)
door30 (64 x 64, Frame:1 RLE)
door30 (64 x 64, Frame:2 RLE)
door30 (64 x 64, Frame:3 RLE)
door30 (64 x 64, Frame:4 RLE)
door30 (64 x 64, Frame:5 RLE)
door30 (64 x 64, Frame:6 RLE)
door31 (64 x 64, Frame:0 RLE)
door31 (64 x 64, Frame:1 RLE)
door31 (64 x 64, Frame:2 RLE)
door31 (64 x 64, Frame:3 RLE)
door31 (64 x 64, Frame:4 RLE)
door31 (64 x 64, Frame:5 RLE)
door31 (64 x 64, Frame:6 RLE)
